Player Name,Nationality,Position,League,Age,Matches,Starts,Minutes,Goals,Assists,Penalty_made,Penalty_attempted
Emir Karic,AUT,DF,Bundesliga,26,27,18,1783,0,0,0,0
Emmanuel Agbadou,CIV,DF,Ligue 1,26,31,28,2506,1,1,0,0
Emmanuel Ekong,SWE,FW,Serie A,21,1,0,5,0,0,0,0
Emmanuel Gyasi,GHA,"DF,FW",Serie A,30,31,19,1744,1,1,0,0
Emmanuel Sabbi,USA,"FW,MF",Ligue 1,26,29,18,1560,5,1,2,2
Emran Soglo,ENG,"MF,DF",Ligue 1,18,3,1,109,1,1,0,0
Emre Can,GER,"MF,DF",Bundesliga,30,25,22,1953,2,2,2,2
Enes Ünal,TUR,"FW,MF",Premier League,27,153,11,400,20,21,00,00
Enso Gonzalez,PAR,"MF,DF",Premier League,19,1,0,1,0,0,0,0
Enzo Barrenechea,ARG,MF,Serie A,22,34,30,2636,0,1,0,0
Enzo Ebosse,CMR,DF,Serie A,25,1,0,8,0,0,0,0
Enzo Fernández,ARG,MF,Premier League,23,28,26,2209,3,2,1,2
Enzo Le Fée,FRA,MF,Ligue 1,24,24,18,1450,0,1,0,0
Enzo Loiodice,FRA,MF,La Liga,23,32,18,1692,0,1,0,0
Enzo Millot,FRA,"MF,FW",Bundesliga,21,31,27,2241,5,4,1,1
Enzo Mongo,FRA,DF,Ligue 1,19,1,0,10,0,0,0,0
Enzo Tchato,CMR,DF,Ligue 1,21,17,11,1125,0,0,0,0
Eray Cömert,SUI,DF,Ligue 1,26,24,22,1905,2,0,0,0
Eren Dinkçi,GER,"FW,MF",Bundesliga,22,33,33,2650,10,5,0,0
Erhan Mašović,SRB,"DF,MF",Bundesliga,25,29,24,2219,0,0,0,0
Eric Bailly,CIV,DF,La Liga,30,9,8,749,0,0,0,0
Eric Curbelo,ESP,DF,La Liga,30,1,1,90,0,0,0,0
Eric Dier,ENG,DF,Bundesliga,30,154,131,1367,00,00,00,00
Eric García,ESP,DF,La Liga,23,282,280,2537,40,00,00,00
Eric Martel,GER,MF,Bundesliga,22,30,29,2457,1,1,0,0
Eric Maxim Choupo-Moting,CMR,"MF,FW",Bundesliga,35,27,7,717,2,2,0,0
Erik Botheim,NOR,"FW,MF",Serie A,24,7,4,316,0,0,0,0
Erling Haaland,NOR,FW,Premier League,23,30,28,2462,27,5,7,8
Ermedin Demirović,BIH,"FW,MF",Bundesliga,26,33,33,2873,15,9,3,4
Ernest Nuamah,GHA,"FW,MF",Ligue 1,20,28,21,1816,3,2,0,0
Ethan Mbappé,FRA,"DF,MF",Ligue 1,17,2,0,19,0,0,0,0
Ethan Nwaneri,ENG,FW,Premier League,17,1,0,14,0,0,0,0
Ethan Pinnock,JAM,DF,Premier League,30,28,27,2431,2,0,0,0
Ethan Wheatley,ENG,FW,Premier League,18,3,0,16,0,0,0,0
Etienne Youte Kinkoue,FRA,DF,Ligue 1,22,22,22,1941,0,0,0,0
Etrit Berisha,ALB,GK,Serie A,35,14,14,1260,0,0,0,0
Evan Ferguson,IRL,FW,Premier League,19,27,15,1367,6,0,0,0
Evann Guessand,FRA,FW,Ligue 1,22,33,13,1490,6,0,2,2
Exequiel Palacios,ARG,MF,Bundesliga,25,24,21,1831,4,4,2,2
Ezequiel Ávila,ARG,"FW,MF",La Liga,30,176,104,1162,11,30,00,00
Ezri Konsa,ENG,DF,Premier League,26,34,34,2979,1,0,0,0
Fabian Bredlow,GER,GK,Bundesliga,29,4,4,360,0,0,0,0
Fabian Holland,GER,"MF,DF",Bundesliga,33,23,23,1835,0,2,0,0
Fabian Nürnberger,GER,"DF,MF",Bundesliga,24,21,17,1513,1,1,0,0
Fabian Rieder,SUI,MF,Ligue 1,22,14,2,347,0,0,0,0
Fabian Rüdlin,GER,MF,Bundesliga,27,1,0,7,0,0,0,0
Fabian Schnellhardt,GER,MF,Bundesliga,30,10,2,235,0,0,0,0
Fabian Schär,SUI,DF,Premier League,32,35,34,2965,4,1,0,0
Fabiano Parisi,ITA,DF,Serie A,23,21,16,1454,0,1,0,0
Fabien Centonze,FRA,DF,Serie A,28,103,71,770,00,10,00,00
Fabio Carvalho,POR,MF,Bundesliga,21,9,1,165,0,0,0,0
Fabio Chiarodia,ITA,DF,Bundesliga,18,7,1,152,0,0,0,0
Fabio González,ESP,MF,La Liga,27,5,0,45,0,0,0,0
Fabio Miretti,ITA,MF,Serie A,20,23,15,1054,1,1,0,0
Fabio Torsiello,ITA,"FW,DF",Bundesliga,19,10,1,156,0,0,0,0
Fabio Vieira,POR,"MF,FW",Premier League,23,11,2,297,1,2,1,1
Fabián Ruiz Peña,ESP,MF,Ligue 1,28,21,14,1197,1,3,0,0
Fabrizio Angileri,ARG,"DF,MF",La Liga,30,11,2,164,0,0,0,0
Facundo Buonanotte,ARG,"FW,MF",Premier League,19,27,17,1364,3,1,0,0
Facundo Medina,ARG,DF,Ligue 1,24,30,29,2624,1,3,0,0
Facundo Pellistri,URU,"MF,FW",La Liga,22,139,121,1255,20,11,00,00
Faitout Maouassa,FRA,"DF,MF",La Liga,25,53,11,246,00,10,00,00
Falaye Sacko,MLI,DF,Ligue 1,29,19,15,1382,0,1,0,0
Fali,ESP,DF,La Liga,30,28,28,2367,0,0,0,0
Fali Candé,GNB,DF,Ligue 1,26,25,20,1849,0,1,0,0
Famara Diedhiou,SEN,"FW,MF",La Liga,31,8,0,89,0,1,0,0
Fares Chaïbi,ALG,"MF,FW",Bundesliga,21,282,210,1970,20,41,00,00
Faride Alidou,GER,"FW,MF",Bundesliga,22,26,14,1282,4,0,0,0
Faris Pemi Moumbagna,CMR,FW,Ligue 1,23,12,4,477,3,1,0,0
Farés Ghedjemis,FRA,"FW,MF",Serie A,21,5,1,176,0,0,0,0
Fede San Emeterio,ESP,MF,La Liga,27,4,3,152,1,0,0,0
Federico Baschirotto,ITA,DF,Serie A,27,36,36,3204,0,1,0,0
Federico Bonazzoli,ITA,"FW,MF",Serie A,26,24,10,1016,3,1,0,0
Federico Chiesa,ITA,FW,Serie A,26,31,23,2017,7,2,1,1
Federico Di Francesco,ITA,"FW,MF",Serie A,29,2,0,15,1,0,0,0
Federico Dimarco,ITA,DF,Serie A,26,28,27,1946,5,6,0,0
Federico Fazio,ARG,DF,Serie A,37,16,14,1284,1,0,0,0
Federico Gatti,ITA,DF,Serie A,25,31,29,2581,4,0,0,0
Federico Gattoni,ARG,"DF,FW",La Liga,25,2,0,10,0,0,0,0
Federico Ravaglia,ITA,GK,Serie A,24,5,5,450,0,0,0,0
Federico Valverde,URU,MF,La Liga,25,35,31,2755,2,7,0,0
Felipe,BRA,DF,Premier League,35,7,4,375,0,0,0,0
Felipe Anderson,BRA,"FW,MF",Serie A,31,36,33,2713,5,6,0,0
Felix Agu,GER,"DF,MF",Bundesliga,24,24,19,1614,0,0,0,0
Felix Nmecha,GER,MF,Bundesliga,23,20,10,1021,1,2,0,0
Felix Passlack,GER,DF,Bundesliga,25,15,13,960,2,2,0,0
Ferland Mendy,FRA,DF,La Liga,28,22,20,1630,0,0,0,0
Fermin López,ESP,"MF,FW",La Liga,21,29,12,1311,7,0,0,0
Fernando,BRA,MF,La Liga,36,82,52,639,00,00,00,00
Ferrán Torres,ESP,FW,La Liga,24,28,12,1182,7,2,0,0
Festy Ebosele,IRL,DF,Serie A,21,30,20,1664,0,0,0,0
Fikayo Tomori,ENG,DF,Serie A,26,25,23,2034,4,0,0,0
Filip Jagiełło,POL,MF,Serie A,26,2,0,33,0,0,0,0
Filip Jørgensen,DEN,GK,La Liga,22,35,35,3150,0,0,0,0
Filip Kostić,SRB,DF,Serie A,31,29,26,1815,0,4,0,0
Filip Stojilković,SUI,"FW,MF",Bundesliga,24,6,0,154,0,0,0,0
Filippo Missori,ITA,DF,Serie A,20,6,0,134,0,0,0,0
Filippo Ranocchia,ITA,"MF,DF",Serie A,23,9,5,476,0,0,0,0
Filippo Terracciano,ITA,DF,Serie A,21,183,141,1372,00,10,00,00
Finn Dahmen,GER,GK,Bundesliga,26,31,31,2790,0,0,0,0
Finn Ole Becker,GER,MF,Bundesliga,23,22,5,606,0,0,0,0
Flavius Daniliuc,AUT,DF,Serie A,23,14,8,744,0,0,0,0
Florent Mollet,FRA,"MF,FW",Ligue 1,32,28,24,2055,4,4,0,0
Florent Muslija,KVX,MF,Bundesliga,25,10,0,105,0,0,0,0
Florent Ogier,FRA,DF,Ligue 1,35,13,9,911,1,1,0,0
Florian Dietz,GER,"FW,MF",Bundesliga,25,5,0,70,0,0,0,0
Florian Grillitsch,AUT,"DF,MF",Bundesliga,28,30,25,2295,1,6,0,0
Florian Kainz,AUT,"MF,FW",Bundesliga,31,33,29,2197,5,4,5,5
Florian Lejeune,FRA,DF,La Liga,32,35,35,3147,3,1,0,0
Florian Neuhaus,GER,MF,Bundesliga,27,25,15,1224,4,2,1,1
Florian Pick,GER,"MF,FW",Bundesliga,28,22,1,327,0,1,0,0
Florian Sotoca,FRA,"MF,FW",Ligue 1,33,31,28,2517,7,5,4,4
Florian Thauvin,FRA,FW,Serie A,31,29,19,1710,5,3,1,1
Florian Wirtz,GER,MF,Bundesliga,21,32,26,2372,11,11,1,1
Fodé Ballo-Touré,SEN,"DF,MF",Premier League,27,5,0,58,0,0,0,0
Folarin Balogun,USA,FW,Ligue 1,22,28,18,1609,7,5,0,3
Formose Mendy,SEN,DF,Ligue 1,23,17,12,1166,0,0,0,0
Fran Beltrán,ESP,MF,La Liga,25,31,27,2293,0,0,0,0
Fran Garcia,ESP,DF,La Liga,24,24,14,1308,1,5,0,0
Francesco Acerbi,ITA,DF,Serie A,36,27,24,2208,3,1,0,0
Francesco Camarda,ITA,FW,Serie A,16,2,0,14,0,0,0,0
Francesco Caputo,ITA,FW,Serie A,36,19,15,1244,3,0,1,1
Francesco Gelli,ITA,"MF,DF",Serie A,27,25,16,1539,0,0,0,0
Francis Coquelin,FRA,MF,La Liga,33,16,10,865,0,0,0,0
Francisco Barbosa,ESP,GK,La Liga,25,3,2,225,0,0,0,0
Francisco Jesús Crespo García,ESP,FW,La Liga,27,17,6,504,2,0,0,0
Francisco Perez,ESP,"MF,FW",La Liga,21,32,27,2049,1,4,0,0
Franck Honorat,FRA,"DF,FW",Bundesliga,27,32,28,2345,3,9,0,0
Franco Cervi,ARG,"MF,DF",La Liga,29,17,5,546,0,1,0,0
Frank Magri,CMR,"FW,MF",Ligue 1,24,28,14,1404,5,2,0,0
Frank Onyeka,NGA,MF,Premier League,26,26,11,1161,1,2,0,0
Frank Ronstadt,GER,"DF,MF",Bundesliga,26,4,0,76,0,0,0,0
Frans Krätzig,GER,DF,Bundesliga,21,4,0,56,0,0,0,0
François Mughe,CMR,"MF,DF",Ligue 1,19,5,2,177,0,0,0,0
Fraser Hornby,SCO,"FW,MF",Bundesliga,24,7,1,217,0,0,0,0
Fred Onyedinma,ENG,"DF,MF",Premier League,27,8,4,407,0,0,0,0
Frederic Guilbert,FRA,"DF,MF",Ligue 1,29,31,28,2400,2,0,0,0
Frederik Rønnow,DEN,GK,Bundesliga,31,33,33,2970,0,0,0,0
Fredrik Jensen,FIN,"MF,FW",Bundesliga,26,22,18,1338,2,4,0,0
Frenkie de Jong,NED,MF,La Liga,27,20,20,1634,2,0,0,0
Fábio Silva,POR,FW,Premier League,21,8,3,264,0,0,0,0
Gabriel Gudmundsson,SWE,"DF,FW",Ligue 1,25,24,14,1248,1,0,0,0
Gabriel Jesus,BRA,FW,Premier League,27,26,17,1465,4,5,0,0
Gabriel Magalhães,BRA,DF,Premier League,26,35,33,2986,4,0,0,0
Gabriel Martinelli,BRA,FW,Premier League,22,34,23,1929,6,4,0,0
Gabriel Osho,NGA,DF,Premier League,25,20,20,1756,2,0,0,0
Gabriel Paulista,BRA,DF,La Liga,33,184,164,1758,00,00,00,00
Gabriel Strefezza,BRA,FW,Serie A,27,19,13,1112,1,0,1,1
Gabriel Suazo,CHI,DF,Ligue 1,26,30,26,2291,0,4,0,0
Gabriel Veiga,ESP,FW,La Liga,21,1,0,18,0,0,0,0
Gabriele Zappa,ITA,DF,Serie A,24,36,23,2381,1,3,0,0
Gaetano Castrovilli,ITA,"FW,MF",Serie A,27,4,3,212,1,0,0,0
Gaetano Oristanio,ITA,"FW,MF",Serie A,21,25,11,1104,2,1,0,0
Gastón Álvarez,URU,DF,La Liga,24,33,28,2447,1,0,0,0
Gautier Lloris,FRA,DF,Ligue 1,28,30,30,2688,2,0,0,0
Gavi,ESP,"MF,FW",La Liga,19,12,10,944,1,1,0,0
Gaëtan Laborde,FRA,"FW,MF",Ligue 1,30,33,21,1822,4,2,1,2
Gedeon Kalulu,COD,DF,Ligue 1,26,18,11,935,0,1,0,0
Gelabert,ESP,"MF,FW",Ligue 1,23,16,10,754,1,2,0,0
Genki Haraguchi,JPN,MF,Bundesliga,33,2,0,27,0,0,0,0
Gennaro Borrelli,ITA,FW,Serie A,24,1,0,24,0,0,0,0
Geoffrey Kondogbia,CTA,MF,Ligue 1,31,25,15,1442,0,0,0,0
George Baldock,GRE,DF,Premier League,31,13,11,969,0,1,0,0
George Earthy,ENG,FW,Premier League,19,2,0,24,1,0,0,0
George Pușcaș,ROU,FW,Serie A,28,8,1,191,0,0,0,0
Georges Mikautadze,GEO,FW,Ligue 1,23,19,19,1657,13,4,3,3
Gerard Gumbau,ESP,MF,La Liga,29,33,29,2494,0,3,0,0
Gerard Moreno,ESP,FW,La Liga,32,29,27,2143,10,4,2,3
Germán Pezzella,ARG,DF,La Liga,32,32,32,2767,1,0,0,0
Gerrit Holtmann,PHI,"MF,FW",Bundesliga,29,10,2,392,0,0,0,0
Gerzino Nyamsi,FRA,DF,Ligue 1,27,13,13,1092,0,0,0,0
Giacomo Bonaventura,ITA,MF,Serie A,34,30,26,2205,7,3,0,1
Giacomo Corona,ITA,FW,Serie A,20,1,0,5,0,0,0,0
Giacomo Raspadori,ITA,"FW,MF",Serie A,24,36,14,1539,5,3,0,1
Gian Marco Ferrari,ITA,DF,Serie A,32,29,23,2092,1,0,0,0
Giangiacomo Magnani,ITA,DF,Serie A,28,31,27,2396,0,0,0,0
Gianluca Caprari,ITA,"MF,FW",Serie A,30,5,4,260,0,0,0,0
Gianluca Gaetano,ITA,"FW,MF",Serie A,24,109,91,840,41,10,10,10
Gianluca Lapadula,PER,FW,Serie A,34,21,12,1025,2,1,0,0
Gianluca Mancini,ITA,DF,Serie A,28,34,33,2769,4,1,0,0
Gianluca Scamacca,ITA,FW,Serie A,25,27,16,1346,11,6,0,0
Gianluigi Donnarumma,ITA,GK,Ligue 1,25,25,25,2169,0,0,0,0
Gift Orban,NGA,FW,Ligue 1,21,13,5,474,1,0,0,0
Gino Caoki,FRA,MF,Ligue 1,19,1,0,7,0,0,0,0
Gino Infantino,ARG,MF,Serie A,21,5,0,82,0,0,0,0
Gio Reyna,USA,"MF,FW",Bundesliga,21,119,12,515,00,01,00,00
Giorgi Kvernadze,GEO,"FW,DF",Serie A,21,5,0,63,0,0,0,0
Giorgi Mamardashvili,GEO,GK,La Liga,23,35,35,3104,0,0,0,0
Giorgio Cittadini,ITA,DF,Serie A,22,41,00,45,00,00,00,00
Giorgio Scalvini,ITA,DF,Serie A,20,31,29,2371,0,3,0,0
Giorgos Kyriakopoulos,GRE,DF,Serie A,28,26,19,1650,0,3,0,0
Giovani Lo Celso,ARG,MF,Premier League,28,22,4,506,2,2,0,0
Giovanni Bonfanti,ITA,DF,Serie A,21,2,1,89,0,0,0,0
Giovanni Di Lorenzo,ITA,DF,Serie A,30,35,35,3150,1,6,0,0
Giovanni Fabbian,ITA,"MF,FW",Serie A,21,25,10,977,5,2,0,0
Giovanni González,URU,DF,La Liga,29,33,26,2374,1,1,0,0
Giovanni Simeone,ARG,FW,Serie A,28,27,7,755,1,0,0,0
Giuliano Simeone,ARG,FW,La Liga,21,13,5,541,1,1,0,0
Giulio Donati,ITA,DF,Serie A,34,4,0,36,0,0,0,0
Giulio Maggiore,ITA,MF,Serie A,26,25,19,1674,3,2,0,0
Giuseppe Caso,ITA,"FW,MF",Serie A,25,14,2,417,0,0,0,0
Giuseppe Pezzella,ITA,DF,Serie A,26,18,13,995,0,0,0,0
Gleison Bremer,BRA,DF,Serie A,27,35,35,3143,3,0,0,0
Gonzalo Escalante,ARG,MF,La Liga,31,23,16,1544,1,2,0,0
Gonzalo García,ESP,"FW,MF",La Liga,20,2,0,19,0,0,0,0
Gonzalo Melero,ESP,"MF,FW",La Liga,30,26,9,1001,0,1,0,0
Gonzalo Montiel,ARG,DF,Premier League,27,13,7,711,0,2,0,0
Gonzalo Villar,ESP,MF,La Liga,26,33,20,1727,1,3,0,0
Gonçalo Guedes,POR,"FW,MF",La Liga,27,15,8,833,3,2,0,0
Gonçalo Paciência,POR,"FW,MF",Bundesliga,29,19,6,650,3,1,0,0
Gonçalo Ramos,POR,FW,Ligue 1,22,28,15,1358,11,1,1,1
Gorka Guruzeta,ESP,FW,La Liga,27,32,30,2217,14,5,0,1
Gorka Rivera Alonso,ESP,DF,La Liga,19,1,0,3,0,0,0,0
Granit Xhaka,SUI,MF,Bundesliga,31,33,32,2821,3,0,0,0
Grant Ranos,ARM,"MF,FW",Bundesliga,20,9,0,49,0,0,0,0
Gregor Kobel,SUI,GK,Bundesliga,26,27,27,2365,0,0,0,0
Grejohn Kyei,FRA,FW,Ligue 1,28,26,10,1026,2,1,1,1
Grigoris Kastanos,CYP,"MF,DF",Serie A,26,24,16,1339,3,3,0,0
Grischa Prömel,GER,MF,Bundesliga,29,28,27,2139,4,5,0,0
Grégoire Coudert,FRA,GK,Ligue 1,25,3,2,181,0,0,0,0
Grégoire Defrel,MTQ,"FW,MF",Serie A,32,19,7,712,1,2,0,0
Guela Doué,CIV,DF,Ligue 1,21,24,13,1234,0,2,0,0
Guglielmo Vicario,ITA,GK,Premier League,27,37,37,3330,0,0,0,0
Guido Rodríguez,ARG,MF,La Liga,30,24,22,1846,2,0,0,0
Guillaume Dietsch,FRA,GK,Ligue 1,23,1,0,73,0,0,0,0
Guillaume Restes,FRA,GK,Ligue 1,19,33,33,2970,0,0,0,0
Guillermo Maripán,CHI,DF,Ligue 1,30,23,21,1767,1,0,0,0
Guillermo Ochoa,MEX,GK,Serie A,38,21,21,1890,0,0,0,0
Gustav Isaksen,DEN,FW,Serie A,23,28,12,1074,3,1,0,0
Gustavo Hamer,NED,MF,Premier League,26,35,33,2820,4,6,0,0
Gustavo Puerta,COL,"DF,MF",Bundesliga,20,7,0,46,0,0,0,0
Gvidas Gineitis,LTU,MF,Serie A,20,14,4,538,0,0,0,0
Habib Diarra,SEN,"MF,FW",Ligue 1,20,30,27,2237,2,1,1,1
Habib Keita,MLI,MF,Ligue 1,22,26,12,1246,1,0,0,0
Habib Maïga,CIV,"MF,FW",Ligue 1,28,7,1,147,0,0,0,0
Hakan Çalhanoğlu,TUR,MF,Serie A,30,30,30,2390,13,3,10,10
Hamari Traoré,MLI,DF,La Liga,32,29,25,2127,0,2,0,0
Hamed Junior Traorè,CIV,MF,Serie A,24,93,50,429,00,00,00,00
Hamza Rafia,TUN,MF,Serie A,25,27,17,1190,1,0,0,0
Han-Noah Massengo,FRA,"MF,DF",Premier League,22,3,0,16,0,0,0,0
Hannes Delcroix,BEL,DF,Premier League,25,12,5,589,0,0,0,0
Hannibal Mejbri,TUN,"MF,FW",Premier League,21,55,11,231,10,00,00,00
Hans Hateboer,NED,DF,Serie A,30,22,10,1106,0,1,0,0
Hans Nicolussi Caviglia,ITA,MF,Serie A,23,7,3,256,0,1,0,0
Harrison Reed,ENG,MF,Premier League,29,26,14,1251,0,1,0,0
Harry Kane,ENG,FW,Bundesliga,30,32,32,2839,36,8,5,5
Harry Maguire,ENG,DF,Premier League,31,22,18,1653,2,2,0,0
Harry Toffolo,ENG,DF,Premier League,28,22,14,1369,1,3,0,0
Harry Wilson,WAL,FW,Premier League,27,34,15,1530,3,4,0,0
Harvey Barnes,ENG,"FW,MF",Premier League,26,20,6,735,4,3,0,0
Harvey Elliott,ENG,"MF,FW",Premier League,21,33,10,1272,3,5,0,0
Hassane Kamara,CIV,DF,Serie A,30,33,25,2053,1,1,0,0
Hendry Blank,GER,DF,Bundesliga,19,1,0,45,0,0,0,0
Henrikh Mkhitaryan,ARM,MF,Serie A,35,35,34,2722,2,8,0,0
Henrique,BRA,DF,Ligue 1,30,11,6,607,1,0,0,0
Hianga Mananga Mbock,FRA,"MF,FW",Ligue 1,24,2,0,9,0,0,0,0
Hicham Boudaoui,ALG,MF,Ligue 1,24,28,16,1523,2,0,0,0
Hiroki Ito,JPN,DF,Bundesliga,25,26,25,2228,0,2,0,0
Hjalmar Ekdal,SWE,DF,Premier League,25,8,5,437,0,0,0,0
Houboulang Mendes,GNB,DF,La Liga,26,7,4,396,0,0,0,0
Houssem Aouar,ALG,"MF,FW",Serie A,25,15,8,687,3,0,0,0
Hrvoje Smolčić,CRO,DF,Bundesliga,23,11,3,347,1,0,0,0
Hugo Boutsingkham,FRA,"MF,FW",Ligue 1,21,2,0,11,0,0,0,0
Hugo Bueno,ESP,"DF,MF",Premier League,21,21,7,728,0,0,0,0
Hugo Duro,ESP,FW,La Liga,24,35,34,2917,13,2,0,0
Hugo Ekitike,FRA,FW,Bundesliga,21,141,70,725,40,20,00,00
Hugo González,ESP,"MF,FW",La Liga,21,8,0,74,0,1,0,0
Hugo Guillamón,ESP,MF,La Liga,24,25,11,1247,1,0,0,0
Hugo Larsson,SWE,MF,Bundesliga,19,29,21,1886,2,1,0,0
Hugo Magnetti,FRA,MF,Ligue 1,25,32,29,2250,2,0,0,0
Hugo Sotelo,ESP,MF,La Liga,20,15,6,553,0,0,0,0
Hugo Álvarez,ESP,"MF,DF",La Liga,20,11,7,672,1,1,0,0
Hwang Hee-chan,KOR,"FW,MF",Premier League,28,28,24,2058,12,3,1,1
Hákon Arnar Haraldsson,ISL,"FW,MF",Ligue 1,21,25,14,1213,1,0,0,0
Héctor Bellerín,ESP,DF,La Liga,29,21,19,1590,0,1,0,0
Héctor Fort,ESP,DF,La Liga,17,6,4,311,0,2,0,0
Iago,BRA,DF,Bundesliga,27,23,18,1622,1,1,0,0
Iago Aspas,ESP,FW,La Liga,36,33,29,2543,8,9,2,4
Ian Maatsen,NED,DF,Bundesliga,22,1612,151,1473,20,20,00,00
Ianis Hagi,ROU,"MF,FW",La Liga,25,21,7,714,0,2,0,1
Ibou Sané,SEN,"MF,FW",Ligue 1,19,9,0,128,1,0,0,0
Ibrahim Cissoko,NED,"FW,MF",Ligue 1,21,11,2,241,1,1,0,0
Ibrahim Diakité,GUI,DF,Ligue 1,20,5,1,109,0,0,0,0
Ibrahim Salah,MAR,"MF,FW",Ligue 1,22,22,4,511,4,1,0,0
Ibrahim Sangaré,CIV,MF,Premier League,26,16,13,1002,0,0,0,0
Ibrahim Sulemana,GHA,MF,Serie A,20,19,15,1237,2,0,0,0
Ibrahima Kebe,MLI,MF,La Liga,23,2,0,9,0,0,0,0
Ibrahima Konaté,FRA,DF,Premier League,24,22,17,1574,0,0,0,0
Ibrahima Koné,MLI,FW,La Liga,24,81,20,294,00,00,00,00
Ibrahima Sissoko,MLI,MF,Ligue 1,26,27,18,1642,0,1,0,0
Ichem Ferrah,FRA,FW,Ligue 1,18,1,0,3,0,0,0,0
Iddrisu Baba,GHA,MF,La Liga,28,25,14,1430,0,0,0,0
Idrissa Gana Gueye,SEN,MF,Premier League,34,24,23,1794,3,0,0,0
Iglesias,ESP,"DF,FW",La Liga,25,23,16,1412,0,2,0,0
Ignacio Miramon,ARG,MF,Ligue 1,20,2,1,39,0,0,0,0
Ignasi Miquel,ESP,DF,La Liga,31,34,33,2992,1,1,0,0
Ignatius Ganago,CMR,"FW,MF",Ligue 1,25,6,2,184,0,0,0,0
Igor,BRA,DF,Premier League,26,23,16,1547,0,0,0,0
Igor Carioca,BRA,"DF,MF",Ligue 1,27,5,2,262,0,0,0,0
Igor Zubeldia,ESP,DF,La Liga,27,30,29,2518,0,2,0,0
Ihlas Bebou,TOG,"FW,DF",Bundesliga,30,32,16,1636,7,5,0,0
Iker Muniain,ESP,"MF,FW",La Liga,31,19,4,532,1,0,0,0
Iker Muñoz,ESP,MF,La Liga,21,26,18,1674,4,0,0,0
Ilaix Moriba,GUI,"MF,FW",La Liga,21,14,8,605,0,2,0,0
Ilario Monterisi,ITA,DF,Serie A,22,23,16,1468,2,2,0,0
Ilhan Fakili,FRA,FW,Ligue 1,18,2,0,36,0,0,0,0
Ilia Gruev,BUL,MF,Bundesliga,24,1,0,4,0,0,0,0
Ilias Akhomach,MAR,"MF,FW",La Liga,20,29,16,1454,2,2,0,0
Iliman Ndiaye,SEN,"FW,MF",Ligue 1,24,29,19,1598,3,3,0,0
Illia Zabarnyi,UKR,DF,Premier League,21,36,36,3240,1,0,0,0
Imanol,ESP,DF,La Liga,23,8,5,493,0,0,0,0
Imran Louza,MAR,MF,Ligue 1,25,13,10,829,1,3,0,0
Ionuț Radu,ROU,GK,Premier League,26,2,2,180,0,0,0,0
Iron Gomis,FRA,MF,Serie A,24,5,1,134,0,0,0,0
Irvin Cardona,FRA,"MF,DF",Bundesliga,26,3,0,54,0,0,0,0
Isaac Bernal,ESP,FW,La Liga,24,14,14,1039,4,4,0,0
Isaac Carcelen,ESP,DF,La Liga,31,33,29,2601,0,0,0,0
Isaac Palazón Camacho,ESP,"MF,FW",La Liga,29,35,33,2690,4,1,2,2
Isaac Success,NGA,"FW,MF",Serie A,28,26,8,874,1,1,0,1
Isak Hansen-Aarøen,NOR,MF,Bundesliga,19,3,0,27,0,0,0,0
Isak Hien,SWE,DF,Serie A,25,1014,98,1682,00,01,00,00
Isco,ESP,MF,La Liga,32,29,28,2326,8,5,2,2
Ismail Jakobs,SEN,DF,Ligue 1,24,22,16,1466,1,2,0,0
Ismaila Sarr,SEN,"FW,MF",Ligue 1,26,23,15,1447,3,4,0,0
Ismaily,BRA,DF,Ligue 1,34,29,27,2375,1,1,0,0
Ismaël Bennacer,ALG,MF,Serie A,26,19,12,1061,2,2,1,1
Ismaël Doukouré,FRA,"MF,DF",Ligue 1,20,21,18,1566,0,0,0,0
Ismaël Traoré,CIV,DF,Ligue 1,37,26,25,2220,2,0,0,0
Issa Diop,FRA,DF,Premier League,27,18,16,1424,0,0,0,0
Issa Kaboré,BFA,DF,Premier League,23,24,21,1729,0,2,0,0
Issa Soumaré,SEN,"FW,MF",Ligue 1,23,7,3,237,0,0,0,0
Issiaga Sylla,GUI,"DF,FW",Ligue 1,30,18,17,1443,1,2,0,0
Ivan Cavaleiro,POR,FW,Ligue 1,30,16,9,769,1,1,0,0
Ivan Ilić,SRB,MF,Serie A,23,30,24,2008,3,2,0,0
Ivan Ordets,UKR,DF,Bundesliga,31,24,21,1880,1,0,0,0
Ivan Perišić,CRO,FW,Premier League,35,5,0,103,0,1,0,0
Ivan Provedel,ITA,GK,Serie A,30,28,28,2519,0,0,0,0
Ivan Rakitić,CRO,MF,La Liga,36,18,16,1425,2,1,0,0
Ivan Toney,ENG,FW,Premier League,28,16,15,1360,4,1,0,0
Ivo Grbić,CRO,GK,Premier League,28,9,9,771,0,0,0,0
Iván Alejo,ESP,MF,La Liga,29,30,21,1692,0,2,0,0
Iván Balliu,ALB,DF,La Liga,32,32,31,2783,0,1,0,0
Iván Martín,ESP,MF,La Liga,25,34,31,2549,5,3,0,0
Iván Villar,ESP,GK,La Liga,26,11,11,924,0,0,0,0
Iñaki González,ESP,MF,La Liga,19,1,0,5,0,0,0,0
Iñaki Peña,ESP,GK,La Liga,25,10,10,900,0,0,0,0
Iñaki Williams,GHA,FW,La Liga,29,33,31,2763,12,3,0,0
Iñigo Arguibide,ESP,DF,La Liga,19,1,0,17,0,0,0,0
